 734: T2_WOOD                                                          : Birch Logs
7515: T7_MAIN_SPEAR_LANCE_AVALON@4                                     : Grandmaster's Daybreaker
7516: T8_MAIN_SPEAR_LANCE_AVALON                                       : Elder's Daybreaker
7517: T8_MAIN_SPEAR_LANCE_AVALON@1                                     : Elder's Daybreaker
7518: T8_MAIN_SPEAR_LANCE_AVALON@2                                     : Elder's Daybreaker
7519: T8_MAIN_SPEAR_LANCE_AVALON@3                                     : Elder's Daybreaker
7520: T8_MAIN_SPEAR_LANCE_AVALON@4                                     : Elder's Daybreaker
7521: T3_MAIN_AXE                                                      : Journeyman's Battleaxe
7522: T4_MAIN_AXE                                                      : Adept's Battleaxe
7523: T4_MAIN_AXE@1                                                    : Adept's Battleaxe
7524: T4_MAIN_AXE@2                                                    : Adept's Battleaxe
7525: T4_MAIN_AXE@3                                                    : Adept's Battleaxe
7526: T4_MAIN_AXE@4                                                    : Adept's Battleaxe
7527: T5_MAIN_AXE                                                      : Expert's Battleaxe
7528: T5_MAIN_AXE@1                                                    : Expert's Battleaxe
7529: T5_MAIN_AXE@2                                                    : Expert's Battleaxe
7530: T5_MAIN_AXE@3                                                    : Expert's Battleaxe
7531: T5_MAIN_AXE@4                                                    : Expert's Battleaxe
7532: T6_MAIN_AXE                                                      : Master's Battleaxe
7533: T6_MAIN_AXE@1                                                    : Master's Battleaxe
7534: T6_MAIN_AXE@2                                                    : Master's Battleaxe
7535: T6_MAIN_AXE@3                                                    : Master's Battleaxe
7536: T6_MAIN_AXE@4                                                    : Master's Battleaxe
7537: T7_MAIN_AXE                                                      : Grandmaster's Battleaxe
7538: T7_MAIN_AXE@1                                                    : Grandmaster's Battleaxe
7539: T7_MAIN_AXE@2                                                    : Grandmaster's Battleaxe
7540: T7_MAIN_AXE@3                                                    : Grandmaster's Battleaxe
7541: T7_MAIN_AXE@4                                                    : Grandmaster's Battleaxe
7542: T8_MAIN_AXE                                                      : Elder's Battleaxe
7543: T8_MAIN_AXE@1                                                    : Elder's Battleaxe
7544: T8_MAIN_AXE@2                                                    : Elder's Battleaxe
7545: T8_MAIN_AXE@3                                                    : Elder's Battleaxe
7546: T8_MAIN_AXE@4                                                    : Elder's Battleaxe
7547: T4_2H_AXE                                                        : Adept's Greataxe
7548: T4_2H_AXE@1                                                      : Adept's Greataxe
7549: T4_2H_AXE@2                                                      : Adept's Greataxe
7550: T4_2H_AXE@3                                                      : Adept's Greataxe
7551: T4_2H_AXE@4                                                      : Adept's Greataxe
7552: T5_2H_AXE                                                        : Expert's Greataxe
7553: T5_2H_AXE@1                                                      : Expert's Greataxe
7554: T5_2H_AXE@2                                                      : Expert's Greataxe
7555: T5_2H_AXE@3                                                      : Expert's Greataxe
7556: T5_2H_AXE@4                                                      : Expert's Greataxe
7557: T6_2H_AXE                                                        : Master's Greataxe
7558: T6_2H_AXE@1                                                      : Master's Greataxe
7559: T6_2H_AXE@2                                                      : Master's Greataxe
7560: T6_2H_AXE@3                                                      : Master's Greataxe
7561: T6_2H_AXE@4                                                      : Master's Greataxe
7562: T7_2H_AXE                                                        : Grandmaster's Greataxe
7563: T7_2H_AXE@1                                                      : Grandmaster's Greataxe
7564: T7_2H_AXE@2                                                      : Grandmaster's Greataxe
7565: T7_2H_AXE@3                                                      : Grandmaster's Greataxe
7566: T7_2H_AXE@4                                                      : Grandmaster's Greataxe
7567: T8_2H_AXE                                                        : The Hand of Khor
7568: T8_2H_AXE@1                                                      : The Hand of Khor
7569: T8_2H_AXE@2                                                      : The Hand of Khor
7570: T8_2H_AXE@3                                                      : The Hand of Khor
7571: T8_2H_AXE@4                                                      : The Hand of Khor
7572: T4_2H_HALBERD                                                    : Adept's Halberd
7573: T4_2H_HALBERD@1                                                  : Adept's Halberd
7574: T4_2H_HALBERD@2                                                  : Adept's Halberd
7575: T4_2H_HALBERD@3                                                  : Adept's Halberd
7576: T4_2H_HALBERD@4                                                  : Adept's Halberd
7577: T5_2H_HALBERD                                                    : Expert's Halberd
7578: T5_2H_HALBERD@1                                                  : Expert's Halberd
7579: T5_2H_HALBERD@2                                                  : Expert's Halberd
7580: T5_2H_HALBERD@3                                                  : Expert's Halberd
7581: T5_2H_HALBERD@4                                                  : Expert's Halberd
7582: T6_2H_HALBERD                                                    : Master's Halberd
7583: T6_2H_HALBERD@1                                                  : Master's Halberd
7584: T6_2H_HALBERD@2                                                  : Master's Halberd
7585: T6_2H_HALBERD@3                                                  : Master's Halberd
7586: T6_2H_HALBERD@4                                                  : Master's Halberd
7587: T7_2H_HALBERD                                                    : Grandmaster's Halberd
7588: T7_2H_HALBERD@1                                                  : Grandmaster's Halberd
7589: T7_2H_HALBERD@2                                                  : Grandmaster's Halberd
7590: T7_2H_HALBERD@3                                                  : Grandmaster's Halberd
7591: T7_2H_HALBERD@4                                                  : Grandmaster's Halberd
7592: T8_2H_HALBERD                                                    : Elder's Halberd
7593: T8_2H_HALBERD@1                                                  : Elder's Halberd
7594: T8_2H_HALBERD@2                                                  : Elder's Halberd
7595: T8_2H_HALBERD@3                                                  : Elder's Halberd
7596: T8_2H_HALBERD@4                                                  : Elder's Halberd
7597: T4_2H_HALBERD_MORGANA                                            : Adept's Carrioncaller
7598: T4_2H_HALBERD_MORGANA@1                                          : Adept's Carrioncaller
7599: T4_2H_HALBERD_MORGANA@2                                          : Adept's Carrioncaller
7600: T4_2H_HALBERD_MORGANA@3                                          : Adept's Carrioncaller
7601: T4_2H_HALBERD_MORGANA@4                                          : Adept's Carrioncaller
7602: T5_2H_HALBERD_MORGANA                                            : Expert's Carrioncaller
7603: T5_2H_HALBERD_MORGANA@1                                          : Expert's Carrioncaller
7604: T5_2H_HALBERD_MORGANA@2                                          : Expert's Carrioncaller
7605: T5_2H_HALBERD_MORGANA@3                                          : Expert's Carrioncaller
7606: T5_2H_HALBERD_MORGANA@4                                          : Expert's Carrioncaller
7607: T6_2H_HALBERD_MORGANA                                            : Master's Carrioncaller
7608: T6_2H_HALBERD_MORGANA@1                                          : Master's Carrioncaller
7609: T6_2H_HALBERD_MORGANA@2                                          : Master's Carrioncaller
7610: T6_2H_HALBERD_MORGANA@3                                          : Master's Carrioncaller
7611: T6_2H_HALBERD_MORGANA@4                                          : Master's Carrioncaller
7612: T7_2H_HALBERD_MORGANA                                            : Grandmaster's Carrioncaller
7613: T7_2H_HALBERD_MORGANA@1                                          : Grandmaster's Carrioncaller
7614: T7_2H_HALBERD_MORGANA@2                                          : Grandmaster's Carrioncaller
7615: T7_2H_HALBERD_MORGANA@3                                          : Grandmaster's Carrioncaller
7616: T7_2H_HALBERD_MORGANA@4                                          : Grandmaster's Carrioncaller
7617: T8_2H_HALBERD_MORGANA                                            : Elder's Carrioncaller
7618: T8_2H_HALBERD_MORGANA@1                                          : Elder's Carrioncaller
7619: T8_2H_HALBERD_MORGANA@2                                          : Elder's Carrioncaller
7620: T8_2H_HALBERD_MORGANA@3                                          : Elder's Carrioncaller
7621: T8_2H_HALBERD_MORGANA@4                                          : Elder's Carrioncaller
7622: T4_2H_SCYTHE_HELL                                                : Adept's Infernal Scythe
7623: T4_2H_SCYTHE_HELL@1                                              : Adept's Infernal Scythe
7624: T4_2H_SCYTHE_HELL@2                                              : Adept's Infernal Scythe
7625: T4_2H_SCYTHE_HELL@3                                              : Adept's Infernal Scythe
7626: T4_2H_SCYTHE_HELL@4                                              : Adept's Infernal Scythe
7627: T5_2H_SCYTHE_HELL                                                : Expert's Infernal Scythe
7628: T5_2H_SCYTHE_HELL@1                                              : Expert's Infernal Scythe
7629: T5_2H_SCYTHE_HELL@2                                              : Expert's Infernal Scythe
7630: T5_2H_SCYTHE_HELL@3                                              : Expert's Infernal Scythe
7631: T5_2H_SCYTHE_HELL@4                                              : Expert's Infernal Scythe
7632: T6_2H_SCYTHE_HELL                                                : Master's Infernal Scythe
7633: T6_2H_SCYTHE_HELL@1                                              : Master's Infernal Scythe
7634: T6_2H_SCYTHE_HELL@2                                              : Master's Infernal Scythe
7635: T6_2H_SCYTHE_HELL@3                                              : Master's Infernal Scythe
7636: T6_2H_SCYTHE_HELL@4                                              : Master's Infernal Scythe
7637: T7_2H_SCYTHE_HELL                                                : Grandmaster's Infernal Scythe
7638: T7_2H_SCYTHE_HELL@1                                              : Grandmaster's Infernal Scythe
7639: T7_2H_SCYTHE_HELL@2                                              : Grandmaster's Infernal Scythe
7640: T7_2H_SCYTHE_HELL@3                                              : Grandmaster's Infernal Scythe
7641: T7_2H_SCYTHE_HELL@4                                              : Grandmaster's Infernal Scythe
7642: T8_2H_SCYTHE_HELL                                                : Elder's Infernal Scythe
7643: T8_2H_SCYTHE_HELL@1                                              : Elder's Infernal Scythe
7644: T8_2H_SCYTHE_HELL@2                                              : Elder's Infernal Scythe
7645: T8_2H_SCYTHE_HELL@3                                              : Elder's Infernal Scythe
7646: T8_2H_SCYTHE_HELL@4                                              : Elder's Infernal Scythe
7647: T4_2H_DUALAXE_KEEPER                                             : Adept's Bear Paws
7648: T4_2H_DUALAXE_KEEPER@1                                           : Adept's Bear Paws
7649: T4_2H_DUALAXE_KEEPER@2                                           : Adept's Bear Paws
7650: T4_2H_DUALAXE_KEEPER@3                                           : Adept's Bear Paws
7651: T4_2H_DUALAXE_KEEPER@4                                           : Adept's Bear Paws
7652: T5_2H_DUALAXE_KEEPER                                             : Expert's Bear Paws
7653: T5_2H_DUALAXE_KEEPER@1                                           : Expert's Bear Paws
7654: T5_2H_DUALAXE_KEEPER@2                                           : Expert's Bear Paws
7655: T5_2H_DUALAXE_KEEPER@3                                           : Expert's Bear Paws
7656: T5_2H_DUALAXE_KEEPER@4                                           : Expert's Bear Paws
7657: T6_2H_DUALAXE_KEEPER                                             : Master's Bear Paws
7658: T6_2H_DUALAXE_KEEPER@1                                           : Master's Bear Paws
7659: T6_2H_DUALAXE_KEEPER@2                                           : Master's Bear Paws
7660: T6_2H_DUALAXE_KEEPER@3                                           : Master's Bear Paws
7661: T6_2H_DUALAXE_KEEPER@4                                           : Master's Bear Paws
7662: T7_2H_DUALAXE_KEEPER                                             : Grandmaster's Bear Paws
7663: T7_2H_DUALAXE_KEEPER@1                                           : Grandmaster's Bear Paws
7664: T7_2H_DUALAXE_KEEPER@2                                           : Grandmaster's Bear Paws
7665: T7_2H_DUALAXE_KEEPER@3                                           : Grandmaster's Bear Paws
7666: T7_2H_DUALAXE_KEEPER@4                                           : Grandmaster's Bear Paws
7667: T8_2H_DUALAXE_KEEPER                                             : Elder's Bear Paws
7668: T8_2H_DUALAXE_KEEPER@1                                           : Elder's Bear Paws
7669: T8_2H_DUALAXE_KEEPER@2                                           : Elder's Bear Paws
7670: T8_2H_DUALAXE_KEEPER@3                                           : Elder's Bear Paws
7671: T8_2H_DUALAXE_KEEPER@4                                           : Elder's Bear Paws
7672: T4_2H_AXE_AVALON                                                 : Adept's Realmbreaker
7673: T4_2H_AXE_AVALON@1                                               : Adept's Realmbreaker
7674: T4_2H_AXE_AVALON@2                                               : Adept's Realmbreaker
7675: T4_2H_AXE_AVALON@3                                               : Adept's Realmbreaker
7676: T4_2H_AXE_AVALON@4                                               : Adept's Realmbreaker
7677: T5_2H_AXE_AVALON                                                 : Expert's Realmbreaker
7678: T5_2H_AXE_AVALON@1                                               : Expert's Realmbreaker
7679: T5_2H_AXE_AVALON@2                                               : Expert's Realmbreaker
7680: T5_2H_AXE_AVALON@3                                               : Expert's Realmbreaker
7681: T5_2H_AXE_AVALON@4                                               : Expert's Realmbreaker
7682: T6_2H_AXE_AVALON                                                 : Master's Realmbreaker
7683: T6_2H_AXE_AVALON@1                                               : Master's Realmbreaker
7684: T6_2H_AXE_AVALON@2                                               : Master's Realmbreaker
7685: T6_2H_AXE_AVALON@3                                               : Master's Realmbreaker
7686: T6_2H_AXE_AVALON@4                                               : Master's Realmbreaker
7687: T7_2H_AXE_AVALON                                                 : Grandmaster's Realmbreaker
7688: T7_2H_AXE_AVALON@1                                               : Grandmaster's Realmbreaker
7689: T7_2H_AXE_AVALON@2                                               : Grandmaster's Realmbreaker
7690: T7_2H_AXE_AVALON@3                                               : Grandmaster's Realmbreaker
7691: T7_2H_AXE_AVALON@4                                               : Grandmaster's Realmbreaker
7692: T8_2H_AXE_AVALON                                                 : Elder's Realmbreaker
7693: T8_2H_AXE_AVALON@1                                               : Elder's Realmbreaker
7694: T8_2H_AXE_AVALON@2                                               : Elder's Realmbreaker
7695: T8_2H_AXE_AVALON@3                                               : Elder's Realmbreaker
7696: T8_2H_AXE_AVALON@4                                               : Elder's Realmbreaker
7697: T1_MAIN_SWORD                                                    : Beginner's Broadsword
7698: T2_MAIN_SWORD                                                    : Novice's Broadsword
7699: T3_MAIN_SWORD                                                    : Journeyman's Broadsword
7700: T4_MAIN_SWORD                                                    : Adept's Broadsword
7701: T4_MAIN_SWORD@1                                                  : Adept's Broadsword
7702: T4_MAIN_SWORD@2                                                  : Adept's Broadsword
7703: T4_MAIN_SWORD@3                                                  : Adept's Broadsword
7704: T4_MAIN_SWORD@4                                                  : Adept's Broadsword
7705: T5_MAIN_SWORD                                                    : Expert's Broadsword
7706: T5_MAIN_SWORD@1                                                  : Expert's Broadsword
7707: T5_MAIN_SWORD@2                                                  : Expert's Broadsword
7708: T5_MAIN_SWORD@3                                                  : Expert's Broadsword
7709: T5_MAIN_SWORD@4                                                  : Expert's Broadsword
7710: T6_MAIN_SWORD                                                    : Master's Broadsword
7711: T6_MAIN_SWORD@1                                                  : Master's Broadsword
7712: T6_MAIN_SWORD@2                                                  : Master's Broadsword
7713: T6_MAIN_SWORD@3                                                  : Master's Broadsword
7714: T6_MAIN_SWORD@4                                                  : Master's Broadsword
7715: T7_MAIN_SWORD                                                    : Grandmaster's Broadsword
7716: T7_MAIN_SWORD@1                                                  : Grandmaster's Broadsword
7717: T7_MAIN_SWORD@2                                                  : Grandmaster's Broadsword
7718: T7_MAIN_SWORD@3                                                  : Grandmaster's Broadsword
7719: T7_MAIN_SWORD@4                                                  : Grandmaster's Broadsword
7720: T8_MAIN_SWORD                                                    : Elder's Broadsword
7721: T8_MAIN_SWORD@1                                                  : Elder's Broadsword
7722: T8_MAIN_SWORD@2                                                  : Elder's Broadsword
7723: T8_MAIN_SWORD@3                                                  : Elder's Broadsword
7724: T8_MAIN_SWORD@4                                                  : Elder's Broadsword
7725: T4_2H_CLAYMORE                                                   : Adept's Claymore
7726: T4_2H_CLAYMORE@1                                                 : Adept's Claymore
7727: T4_2H_CLAYMORE@2                                                 : Adept's Claymore
7728: T4_2H_CLAYMORE@3                                                 : Adept's Claymore
7729: T4_2H_CLAYMORE@4                                                 : Adept's Claymore
7730: T5_2H_CLAYMORE                                                   : Expert's Claymore
7731: T5_2H_CLAYMORE@1                                                 : Expert's Claymore
7732: T5_2H_CLAYMORE@2                                                 : Expert's Claymore
7733: T5_2H_CLAYMORE@3                                                 : Expert's Claymore
7734: T5_2H_CLAYMORE@4                                                 : Expert's Claymore
7735: T6_2H_CLAYMORE                                                   : Master's Claymore
7736: T6_2H_CLAYMORE@1                                                 : Master's Claymore
7737: T6_2H_CLAYMORE@2                                                 : Master's Claymore
7738: T6_2H_CLAYMORE@3                                                 : Master's Claymore
7739: T6_2H_CLAYMORE@4                                                 : Master's Claymore
7740: T7_2H_CLAYMORE                                                   : Grandmaster's Claymore
7741: T7_2H_CLAYMORE@1                                                 : Grandmaster's Claymore
7742: T7_2H_CLAYMORE@2                                                 : Grandmaster's Claymore
7743: T7_2H_CLAYMORE@3                                                 : Grandmaster's Claymore
7744: T7_2H_CLAYMORE@4                                                 : Grandmaster's Claymore
7745: T8_2H_CLAYMORE                                                   : Elder's Claymore
7746: T8_2H_CLAYMORE@1                                                 : Elder's Claymore
7747: T8_2H_CLAYMORE@2                                                 : Elder's Claymore
7748: T8_2H_CLAYMORE@3                                                 : Elder's Claymore
7749: T8_2H_CLAYMORE@4                                                 : Elder's Claymore
7750: T4_2H_DUALSWORD                                                  : Adept's Dual Swords
7751: T4_2H_DUALSWORD@1                                                : Adept's Dual Swords
7752: T4_2H_DUALSWORD@2                                                : Adept's Dual Swords
7753: T4_2H_DUALSWORD@3                                                : Adept's Dual Swords
7754: T4_2H_DUALSWORD@4                                                : Adept's Dual Swords
7755: T5_2H_DUALSWORD                                                  : Expert's Dual Swords
7756: T5_2H_DUALSWORD@1                                                : Expert's Dual Swords
7757: T5_2H_DUALSWORD@2                                                : Expert's Dual Swords
7758: T5_2H_DUALSWORD@3                                                : Expert's Dual Swords
7759: T5_2H_DUALSWORD@4                                                : Expert's Dual Swords
7760: T6_2H_DUALSWORD                                                  : Master's Dual Swords
7761: T6_2H_DUALSWORD@1                                                : Master's Dual Swords
7762: T6_2H_DUALSWORD@2                                                : Master's Dual Swords
7763: T6_2H_DUALSWORD@3                                                : Master's Dual Swords
7764: T6_2H_DUALSWORD@4                                                : Master's Dual Swords
7765: T7_2H_DUALSWORD                                                  : Grandmaster's Dual Swords
7766: T7_2H_DUALSWORD@1                                                : Grandmaster's Dual Swords
7767: T7_2H_DUALSWORD@2                                                : Grandmaster's Dual Swords
7768: T7_2H_DUALSWORD@3                                                : Grandmaster's Dual Swords
7769: T7_2H_DUALSWORD@4                                                : Grandmaster's Dual Swords
7770: T8_2H_DUALSWORD                                                  : Elder's Dual Swords
7771: T8_2H_DUALSWORD@1                                                : Elder's Dual Swords
7772: T8_2H_DUALSWORD@2                                                : Elder's Dual Swords
7773: T8_2H_DUALSWORD@3                                                : Elder's Dual Swords
7774: T8_2H_DUALSWORD@4                                                : Elder's Dual Swords
7775: T4_MAIN_SCIMITAR_MORGANA                                         : Adept's Clarent Blade
7776: T4_MAIN_SCIMITAR_MORGANA@1                                       : Adept's Clarent Blade
7777: T4_MAIN_SCIMITAR_MORGANA@2                                       : Adept's Clarent Blade
7778: T4_MAIN_SCIMITAR_MORGANA@3                                       : Adept's Clarent Blade
7779: T4_MAIN_SCIMITAR_MORGANA@4                                       : Adept's Clarent Blade
7780: T5_MAIN_SCIMITAR_MORGANA                                         : Expert's Clarent Blade
7781: T5_MAIN_SCIMITAR_MORGANA@1                                       : Expert's Clarent Blade
7782: T5_MAIN_SCIMITAR_MORGANA@2                                       : Expert's Clarent Blade
7783: T5_MAIN_SCIMITAR_MORGANA@3                                       : Expert's Clarent Blade
7784: T5_MAIN_SCIMITAR_MORGANA@4                                       : Expert's Clarent Blade
7785: T6_MAIN_SCIMITAR_MORGANA                                         : Master's Clarent Blade
7786: T6_MAIN_SCIMITAR_MORGANA@1                                       : Master's Clarent Blade
7787: T6_MAIN_SCIMITAR_MORGANA@2                                       : Master's Clarent Blade
7788: T6_MAIN_SCIMITAR_MORGANA@3                                       : Master's Clarent Blade
7789: T6_MAIN_SCIMITAR_MORGANA@4                                       : Master's Clarent Blade
7790: T7_MAIN_SCIMITAR_MORGANA                                         : Grandmaster's Clarent Blade
7791: T7_MAIN_SCIMITAR_MORGANA@1                                       : Grandmaster's Clarent Blade
7792: T7_MAIN_SCIMITAR_MORGANA@2                                       : Grandmaster's Clarent Blade
7793: T7_MAIN_SCIMITAR_MORGANA@3                                       : Grandmaster's Clarent Blade
7794: T7_MAIN_SCIMITAR_MORGANA@4                                       : Grandmaster's Clarent Blade
7795: T8_MAIN_SCIMITAR_MORGANA                                         : Elder's Clarent Blade
7796: T8_MAIN_SCIMITAR_MORGANA@1                                       : Elder's Clarent Blade
7797: T8_MAIN_SCIMITAR_MORGANA@2                                       : Elder's Clarent Blade
7798: T8_MAIN_SCIMITAR_MORGANA@3                                       : Elder's Clarent Blade
7799: T8_MAIN_SCIMITAR_MORGANA@4                                       : Elder's Clarent Blade
7800: T4_2H_CLEAVER_HELL                                               : Adept's Carving Sword
7801: T4_2H_CLEAVER_HELL@1                                             : Adept's Carving Sword
7802: T4_2H_CLEAVER_HELL@2                                             : Adept's Carving Sword
7803: T4_2H_CLEAVER_HELL@3                                             : Adept's Carving Sword
7804: T4_2H_CLEAVER_HELL@4                                             : Adept's Carving Sword
7805: T5_2H_CLEAVER_HELL                                               : Expert's Carving Sword
7806: T5_2H_CLEAVER_HELL@1                                             : Expert's Carving Sword
7807: T5_2H_CLEAVER_HELL@2                                             : Expert's Carving Sword
7808: T5_2H_CLEAVER_HELL@3                                             : Expert's Carving Sword
7809: T5_2H_CLEAVER_HELL@4                                             : Expert's Carving Sword
7810: T6_2H_CLEAVER_HELL                                               : Master's Carving Sword
7811: T6_2H_CLEAVER_HELL@1                                             : Master's Carving Sword
7812: T6_2H_CLEAVER_HELL@2                                             : Master's Carving Sword
7813: T6_2H_CLEAVER_HELL@3                                             : Master's Carving Sword
7814: T6_2H_CLEAVER_HELL@4                                             : Master's Carving Sword
7815: T7_2H_CLEAVER_HELL                                               : Grandmaster's Carving Sword
7816: T7_2H_CLEAVER_HELL@1                                             : Grandmaster's Carving Sword
7817: T7_2H_CLEAVER_HELL@2                                             : Grandmaster's Carving Sword
7818: T7_2H_CLEAVER_HELL@3                                             : Grandmaster's Carving Sword
7819: T7_2H_CLEAVER_HELL@4                                             : Grandmaster's Carving Sword
7820: T8_2H_CLEAVER_HELL                                               : Elder's Carving Sword
7821: T8_2H_CLEAVER_HELL@1                                             : Elder's Carving Sword
7822: T8_2H_CLEAVER_HELL@2                                             : Elder's Carving Sword
7823: T8_2H_CLEAVER_HELL@3                                             : Elder's Carving Sword
7824: T8_2H_CLEAVER_HELL@4                                             : Elder's Carving Sword
7825: T4_2H_DUALSCIMITAR_UNDEAD                                        : Adept's Galatine Pair
7826: T4_2H_DUALSCIMITAR_UNDEAD@1                                      : Adept's Galatine Pair
7827: T4_2H_DUALSCIMITAR_UNDEAD@2                                      : Adept's Galatine Pair
7828: T4_2H_DUALSCIMITAR_UNDEAD@3                                      : Adept's Galatine Pair
7829: T4_2H_DUALSCIMITAR_UNDEAD@4                                      : Adept's Galatine Pair
7830: T5_2H_DUALSCIMITAR_UNDEAD                                        : Expert's Galatine Pair
7831: T5_2H_DUALSCIMITAR_UNDEAD@1                                      : Expert's Galatine Pair
7832: T5_2H_DUALSCIMITAR_UNDEAD@2                                      : Expert's Galatine Pair
7833: T5_2H_DUALSCIMITAR_UNDEAD@3                                      : Expert's Galatine Pair
7834: T5_2H_DUALSCIMITAR_UNDEAD@4                                      : Expert's Galatine Pair
7835: T6_2H_DUALSCIMITAR_UNDEAD                                        : Master's Galatine Pair
7836: T6_2H_DUALSCIMITAR_UNDEAD@1                                      : Master's Galatine Pair
7837: T6_2H_DUALSCIMITAR_UNDEAD@2                                      : Master's Galatine Pair
7838: T6_2H_DUALSCIMITAR_UNDEAD@3                                      : Master's Galatine Pair
7839: T6_2H_DUALSCIMITAR_UNDEAD@4                                      : Master's Galatine Pair
7840: T7_2H_DUALSCIMITAR_UNDEAD                                        : Grandmaster's Galatine Pair
7841: T7_2H_DUALSCIMITAR_UNDEAD@1                                      : Grandmaster's Galatine Pair
7842: T7_2H_DUALSCIMITAR_UNDEAD@2                                      : Grandmaster's Galatine Pair
7843: T7_2H_DUALSCIMITAR_UNDEAD@3                                      : Grandmaster's Galatine Pair
7844: T7_2H_DUALSCIMITAR_UNDEAD@4                                      : Grandmaster's Galatine Pair
7845: T8_2H_DUALSCIMITAR_UNDEAD                                        : Elder's Galatine Pair
7846: T8_2H_DUALSCIMITAR_UNDEAD@1                                      : Elder's Galatine Pair
7847: T8_2H_DUALSCIMITAR_UNDEAD@2                                      : Elder's Galatine Pair
7848: T8_2H_DUALSCIMITAR_UNDEAD@3                                      : Elder's Galatine Pair
7849: T8_2H_DUALSCIMITAR_UNDEAD@4                                      : Elder's Galatine Pair
7850: T4_2H_CLAYMORE_AVALON                                            : Adept's Kingmaker
7851: T4_2H_CLAYMORE_AVALON@1                                          : Adept's Kingmaker
7852: T4_2H_CLAYMORE_AVALON@2                                          : Adept's Kingmaker
7853: T4_2H_CLAYMORE_AVALON@3                                          : Adept's Kingmaker
7854: T4_2H_CLAYMORE_AVALON@4                                          : Adept's Kingmaker
7855: T5_2H_CLAYMORE_AVALON                                            : Expert's Kingmaker
7856: T5_2H_CLAYMORE_AVALON@1                                          : Expert's Kingmaker
7857: T5_2H_CLAYMORE_AVALON@2                                          : Expert's Kingmaker
7858: T5_2H_CLAYMORE_AVALON@3                                          : Expert's Kingmaker
7859: T5_2H_CLAYMORE_AVALON@4                                          : Expert's Kingmaker
7860: T6_2H_CLAYMORE_AVALON                                            : Master's Kingmaker
7861: T6_2H_CLAYMORE_AVALON@1                                          : Master's Kingmaker
7862: T6_2H_CLAYMORE_AVALON@2                                          : Master's Kingmaker
7863: T6_2H_CLAYMORE_AVALON@3                                          : Master's Kingmaker
7864: T6_2H_CLAYMORE_AVALON@4                                          : Master's Kingmaker
7865: T7_2H_CLAYMORE_AVALON                                            : Grandmaster's Kingmaker
7866: T7_2H_CLAYMORE_AVALON@1                                          : Grandmaster's Kingmaker
7867: T7_2H_CLAYMORE_AVALON@2                                          : Grandmaster's Kingmaker
7868: T7_2H_CLAYMORE_AVALON@3                                          : Grandmaster's Kingmaker
7869: T7_2H_CLAYMORE_AVALON@4                                          : Grandmaster's Kingmaker
7870: T8_2H_CLAYMORE_AVALON                                            : Elder's Kingmaker
7871: T8_2H_CLAYMORE_AVALON@1                                          : Elder's Kingmaker
7872: T8_2H_CLAYMORE_AVALON@2                                          : Elder's Kingmaker
7873: T8_2H_CLAYMORE_AVALON@3                                          : Elder's Kingmaker
7874: T8_2H_CLAYMORE_AVALON@4                                          : Elder's Kingmaker
7875: T3_2H_QUARTERSTAFF                                               : Journeyman's Quarterstaff
7876: T4_2H_QUARTERSTAFF                                               : Adept's Quarterstaff
7877: T4_2H_QUARTERSTAFF@1                                             : Adept's Quarterstaff
7878: T4_2H_QUARTERSTAFF@2                                             : Adept's Quarterstaff
7879: T4_2H_QUARTERSTAFF@3                                             : Adept's Quarterstaff
7880: T4_2H_QUARTERSTAFF@4                                             : Adept's Quarterstaff
7881: T5_2H_QUARTERSTAFF                                               : Expert's Quarterstaff
7882: T5_2H_QUARTERSTAFF@1                                             : Expert's Quarterstaff
7883: T5_2H_QUARTERSTAFF@2                                             : Expert's Quarterstaff
7884: T5_2H_QUARTERSTAFF@3                                             : Expert's Quarterstaff
7885: T5_2H_QUARTERSTAFF@4                                             : Expert's Quarterstaff
7886: T6_2H_QUARTERSTAFF                                               : Master's Quarterstaff
7887: T6_2H_QUARTERSTAFF@1                                             : Master's Quarterstaff
7888: T6_2H_QUARTERSTAFF@2                                             : Master's Quarterstaff
7889: T6_2H_QUARTERSTAFF@3                                             : Master's Quarterstaff
7890: T6_2H_QUARTERSTAFF@4                                             : Master's Quarterstaff
7891: T7_2H_QUARTERSTAFF                                               : Grandmaster's Quarterstaff
7892: T7_2H_QUARTERSTAFF@1                                             : Grandmaster's Quarterstaff
7893: T7_2H_QUARTERSTAFF@2                                             : Grandmaster's Quarterstaff
7894: T7_2H_QUARTERSTAFF@3                                             : Grandmaster's Quarterstaff
7895: T7_2H_QUARTERSTAFF@4                                             : Grandmaster's Quarterstaff
7896: T8_2H_QUARTERSTAFF                                               : Elder's Quarterstaff
7897: T8_2H_QUARTERSTAFF@1                                             : Elder's Quarterstaff
7898: T8_2H_QUARTERSTAFF@2                                             : Elder's Quarterstaff
7899: T8_2H_QUARTERSTAFF@3                                             : Elder's Quarterstaff
7900: T8_2H_QUARTERSTAFF@4                                             : Elder's Quarterstaff
7901: T4_2H_IRONCLADEDSTAFF                                            : Adept's Iron-clad Staff
7902: T4_2H_IRONCLADEDSTAFF@1                                          : Adept's Iron-clad Staff
7903: T4_2H_IRONCLADEDSTAFF@2                                          : Adept's Iron-clad Staff
7904: T4_2H_IRONCLADEDSTAFF@3                                          : Adept's Iron-clad Staff
